"age","anxiety","anxiety_r","artgluctot","attachhome","attachphone","AvgHumidity","avgtemp","avoidance","avoidance_r","cigs","didf","eatdrink","eot","exercise","gluctot","health","hiTemp","kamf","langfamily","language","mintemp","monogamous","networksize","nostalgia","onlineid","riskAvd","romantic","scontrol","sex","Site","smoke","socialdiversity","socialembedded","socTherm","soliTherm","stress"
1980,2.88888888888889,-0.196952745151723,0,4.11111111111111,2.33333333333333,NA,36.4,3.38888888888889,0.624396337018772,1,2.27272727272727,1,1.8,2,0,2,1.71428571428571,4.14285714285714,1,1,NA,5,36,14,1.54545454545455,3,1,38,1,"Kassel",1,9,4,2.8,3.75,42
1981,4.55555555555556,1.22325072328927,0,4.77777777777778,3.33333333333333,61,36.75,4,1.31123230773942,NA,1.09090909090909,1,2,2,35,2,1.85714285714286,2.71428571428571,1,1,10,6,27,23,3.36363636363636,3.33333333333333,1,41,2,"Kassel",2,9,3,2.6,3.875,40
1983,1.66666666666667,-1.23843528867512,2,4.22222222222222,3.22222222222222,79,35.4,2.22222222222222,-0.686835970720649,NA,2.18181818181818,1,2.2,2,0,2,2.71428571428571,3.14285714285714,1,1,0,3,17,13,2.09090909090909,3.33333333333333,2,35,1,"Kassel",2,5,3,3.4,3.25,53
1983,2.55555555555556,-0.480993438839922,0,3.11111111111111,2.66666666666667,80,36.7,3.27777777777778,0.499517069615017,NA,1.63636363636364,1,3,2,1,2,2.57142857142857,3.42857142857143,1,1,7,7,24,24,1.81818181818182,3.33333333333333,1,42,1,"Kassel",2,8,3,1.8,2.375,34
1984,3.5,0.323788526609975,0,4.33333333333333,2.55555555555556,NA,36,2.05555555555556,-0.874154871826281,NA,2.27272727272727,1,2.4,2,8,4,1.85714285714286,3.28571428571429,1,1,NA,7,25,9,1.90909090909091,2.66666666666667,1,33,1,"Kassel",2,7,4,3,4.125,40
1984,2.22222222222222,-0.76503413252812,0,4.11111111111111,3.77777777777778,86,36.1,4.22222222222222,1.56099084254693,NA,2.72727272727273,1,2.4,2,2,4,3.14285714285714,5.71428571428571,1,1,5,3,29,29,3.27272727272727,2.66666666666667,1,34,2,"Kassel",2,8,3,4,4,40
1985,3.05555555555556,-0.0549323983076237,0,4.33333333333333,2.77777777777778,71,36.25,4.11111111111111,1.43611157514317,NA,1.72727272727273,1,1.6,2,0,3,3.42857142857143,5.28571428571429,1,1,1,7,28,23,2.45454545454545,3,2,49,2,"Kassel",2,6,4,3.8,3,33
1985,4.22222222222222,0.939210029601072,16,4,2.88888888888889,65,36.65,2.38888888888889,-0.499517069615018,15,1.81818181818182,1,2.8,2,0,3,3.28571428571429,2.28571428571429,1,1,5,2,30,11,2.27272727272727,3.33333333333333,1,37,1,"Kassel",1,8,4,3,3.125,42
1986,2,-0.95439459498692,0,4.11111111111111,1,74,35.4,3.94444444444444,1.24879267403754,NA,2.27272727272727,1,1.8,2,20,2,4,2.28571428571429,1,1,0,7,36,28,1,4.33333333333333,1,36,2,"Kassel",2,7,3,1.8,2.875,49
1986,3.27777777777778,0.134428064151176,0,5,3,55,37.14,4.27777777777778,1.62343047624881,NA,2.81818181818182,1,2,2,48,1,4,6.14285714285714,1,1,5,7,30,22,2.45454545454545,3,1,52,2,"Kassel",2,5,4,3.4,3,57
1987,2.33333333333333,-0.670353901298721,0,4.77777777777778,2.77777777777778,54,35.6,1.88888888888889,-1.06147377293191,2,2.18181818181818,1,2,2,8,3,2.42857142857143,5.85714285714286,1,1,1,4,20,34,2.27272727272727,2.66666666666667,1,36,1,"Kassel",1,6,4,3.4,4.25,44
1987,1.66666666666667,-1.23843528867512,0,4.33333333333333,1.66666666666667,53,35.9,2.94444444444444,0.124879267403754,NA,3.36363636363636,1,1.8,2,2,4,2.71428571428571,6.28571428571429,1,1,12,6,27,28,2.27272727272727,3.33333333333333,1,51,1,"Kassel",2,6,3,2.8,3.375,39
1987,3.27777777777778,0.134428064151176,0,4.88888888888889,1.77777777777778,62,36.05,2.83333333333333,0,2,1.27272727272727,1,1.8,2,0,3,3.14285714285714,5.28571428571429,1,1,7,7,20,22,2.45454545454545,3.33333333333333,1,45,2,"Kassel",1,8,3,3.4,3.375,39
1987,4.22222222222222,0.939210029601072,24,4,3.44444444444444,62,36.2,3.05555555555556,0.249758534807508,NA,1.90909090909091,1,3,2,40,4,3.14285714285714,2,1,1,7,7,12,9,2.27272727272727,2.33333333333333,1,33,1,"Kassel",2,6,2,3,2.875,41
1988,4,0.749849567142273,0,4.55555555555556,3.33333333333333,68,35.7,1.83333333333333,-1.12391340663379,15,2.63636363636364,1,1.8,2,18,3,1.71428571428571,5.28571428571429,1,1,7,2,18,14,3.81818181818182,2,1,37,1,"Kassel",1,5,2,2.4,3.75,42
1988,2.77777777777778,-0.291632976381123,0,4,1.66666666666667,77,36,2.72222222222222,-0.124879267403754,NA,3.18181818181818,1,2.6,2,0,4,2,3.85714285714286,1,1,5,2,42,25,1.72727272727273,4,2,42,2,"Kassel",2,8,5,4.2,3.875,30
1988,1.72222222222222,-1.19109517306042,0,5,1.55555555555556,65,36.05,1.05555555555556,-1.99806827846007,NA,1.63636363636364,1,1.8,2,8,2,1.85714285714286,4.71428571428571,1,1,3,7,36,40,1.27272727272727,2.66666666666667,1,51,2,"Kassel",2,6,5,3.2,3.375,39
1988,5.44444444444444,1.98069257312447,0,4.11111111111111,3,85,36.1,4.11111111111111,1.43611157514317,NA,1,1,1.8,2,5,4,3.85714285714286,3,1,1,4,7,12,27,3.27272727272727,1.33333333333333,2,46,2,"Kassel",2,5,2,2.2,3,39
1988,3.61111111111111,0.418468757839375,0,3.66666666666667,2,53,36.4,2.5,-0.374637802211263,NA,4.27272727272727,1,3,2,0,3,2.71428571428571,3.42857142857143,1,1,12,7,18,31,2.45454545454545,1.66666666666667,1,36,1,"Kassel",2,6,2,4,4.125,43
1989,4.27777777777778,0.986550145215772,0,4.77777777777778,2.77777777777778,91,36.415,1.83333333333333,-1.12391340663379,NA,2.09090909090909,1,2.4,2,0,4,2.71428571428571,3.14285714285714,1,1,2,4,15,20,2.54545454545455,2.66666666666667,2,52,2,"Kassel",2,7,1,2.4,2.875,34
1989,1.72222222222222,-1.19109517306042,0,4.44444444444444,2.55555555555556,88,36.6,2.61111111111111,-0.249758534807509,NA,2.45454545454545,1,2.4,2,26,4,1.85714285714286,3.42857142857143,1,1,0,7,34,42,1.81818181818182,2,1,48,2,"Kassel",2,7,5,4,3.625,27
1989,1.55555555555556,-1.33311551990452,4,4.11111111111111,1.66666666666667,83,36.8,1.77777777777778,-1.18635304033567,NA,1.45454545454545,1,3,2,37,3,2.57142857142857,4.42857142857143,1,1,5,7,33,14,1.90909090909091,2,1,36,2,"Kassel",2,8,4,3.6,2.625,46
1990,3.27777777777778,0.134428064151176,0,4.88888888888889,3,56,35.65,2.61111111111111,-0.249758534807509,NA,2.09090909090909,1,2.2,2,10,4,2.85714285714286,3.85714285714286,1,1,0,6,26,30,3.09090909090909,2,1,52,2,"Kassel",2,8,2,2.8,2.625,43
1990,4.22222222222222,0.939210029601072,0,4.44444444444444,3,68,35.8,3.94444444444444,1.24879267403754,10,2.45454545454545,1,3.6,2,0,3,2.14285714285714,1.71428571428571,1,1,7,5,41,12,2.63636363636364,3,2,31,1,"Kassel",1,7,4,1.8,3.75,38
1990,3.33333333333333,0.181768179765876,0,3.66666666666667,1.11111111111111,53,36.05,3.05555555555556,0.249758534807508,NA,2.54545454545455,1,1.8,2,1,5,2.28571428571429,2.85714285714286,1,1,4,7,26,22,1,2.66666666666667,1,50,1,"Kassel",2,7,3,3.4,3.625,29
1990,1.61111111111111,-1.28577540428982,0,4.77777777777778,1.77777777777778,77,36.05,2,-0.936594505528158,2,1.36363636363636,1,3.2,2,1,4,2.42857142857143,3.42857142857143,1,1,5,7,20,12,1.09090909090909,3.33333333333333,1,33,1,"Kassel",1,8,3,2,3.5,28
1990,4.33333333333333,1.03389026083047,0,3.77777777777778,3.44444444444444,82,36.12,3.22222222222222,0.43707743591314,NA,3.45454545454545,1,2.2,2,0,3,3.57142857142857,4,1,1,1,2,16,30,3.18181818181818,2,1,40,1,"Kassel",2,6,2,2.8,3,42
1990,2.38888888888889,-0.623013785684021,0,4.33333333333333,2.44444444444444,77,36.425,2.27777777777778,-0.624396337018772,18,2.45454545454545,1,2.2,2,3,3,2.85714285714286,4,1,1,5,5,22,30,1.27272727272727,3.33333333333333,2,48,2,"Kassel",1,6,3,3.6,3.125,38
1990,5.11111111111111,1.69665187943627,0,4,3,86,36.5,2.5,-0.374637802211263,3,2.27272727272727,1,2.4,2,2,4,4.57142857142857,5,1,1,9,5,16,16,3.27272727272727,3,2,21,2,"Kassel",1,6,2,3.8,3.5,40
1990,2.27777777777778,-0.717694016913421,0,4,3,71,36.5,3.11111111111111,0.312198168509386,NA,1.72727272727273,1,2.2,2,16,4,3.14285714285714,4.57142857142857,1,1,1,7,78,23,2.81818181818182,2.66666666666667,1,43,1,"Kassel",2,10,5,3.8,3.75,27
1991,4.16666666666667,0.891869913986373,10,4,2.66666666666667,53,35.6,4.66666666666667,2.06050791216195,10,3.27272727272727,1,2.4,2,92,3,3.85714285714286,4.71428571428571,1,1,12,2,31,19,1.81818181818182,3,1,28,1,"Kassel",1,6,5,2.6,2.625,50
1991,1.27777777777778,-1.56981609797802,0,4.77777777777778,2.22222222222222,54,35.95,1.77777777777778,-1.18635304033567,NA,2.27272727272727,1,2,2,2,4,2.57142857142857,3.28571428571429,1,1,1,6,17,14,1.81818181818182,3.33333333333333,1,45,2,"Kassel",2,7,3,3.4,3.625,28
1991,3.05555555555556,-0.0549323983076237,0,4.77777777777778,3.66666666666667,82,36.55,2.11111111111111,-0.811715238124403,NA,1.72727272727273,1,1.8,2,0,5,3.57142857142857,4.57142857142857,1,1,10,6,26,14,2.72727272727273,3,2,45,2,"Kassel",2,6,4,3.6,3.125,37
1991,3.33333333333333,0.181768179765876,0,5,2.55555555555556,NA,36.7,2.22222222222222,-0.686835970720649,NA,1.72727272727273,1,2.6,2,0,3,2.42857142857143,3.42857142857143,1,1,NA,5,34,26,2.18181818181818,2,2,42,1,"Kassel",2,6,4,3,3.875,32
1992,1.88888888888889,-1.04907482621632,0,3.44444444444444,3.11111111111111,54,35.85,2.44444444444444,-0.43707743591314,6,2,1,2.4,2,NA,3,3.57142857142857,3,1,1,1,5,26,10,2.09090909090909,2,2,42,2,"Kassel",1,7,5,3.8,3.75,34
1992,4,0.749849567142273,0,4.11111111111111,2.66666666666667,82,36.1,2.16666666666667,-0.749275604422526,NA,3,1,1.6,2,20,3,3.85714285714286,3.28571428571429,1,1,1,5,26,31,2.81818181818182,3,2,38,2,"Kassel",2,6,3,3.2,2.75,42
1992,3.88888888888889,0.655169335912873,0,4,1.22222222222222,51,36.15,4.83333333333333,2.24782681326758,NA,1.72727272727273,1,1.4,1,0,2,1.14285714285714,4.42857142857143,1,1,14,7,8,13,1.18181818181818,2.33333333333333,2,44,1,"Kassel",2,5,1,1.8,4.125,37
1992,3.22222222222222,0.087087948536476,0,3.88888888888889,2.77777777777778,99,36.55,3.22222222222222,0.43707743591314,NA,1.54545454545455,1,2.2,2,0,3,3,4.57142857142857,1,1,-2,3,21,7,2.72727272727273,3,2,42,2,"Kassel",2,5,3,2.8,3.125,36
1992,3.33333333333333,0.181768179765876,0,4.77777777777778,2.44444444444444,99,36.6,2.61111111111111,-0.249758534807509,NA,1.63636363636364,1,2,2,27,4,2.42857142857143,3.57142857142857,1,1,-2,7,20,31,2.18181818181818,2.66666666666667,1,37,2,"Kassel",2,6,4,2.2,3.25,40
1992,4,0.749849567142273,0,4.66666666666667,1.55555555555556,82,36.65,1.66666666666667,-1.31123230773942,NA,1.81818181818182,1,2.2,2,20,2,4.71428571428571,4.42857142857143,1,1,1,7,7,20,1,3,2,42,1,"Kassel",2,5,1,3.2,1.75,36
1992,5,1.60197164820687,0,3.66666666666667,3.22222222222222,52,36.735,2.55555555555556,-0.312198168509386,NA,2.72727272727273,1,2.4,2,0,5,3.42857142857143,5.28571428571429,1,1,7,5,33,21,3.63636363636364,3.66666666666667,2,33,2,"Kassel",2,7,5,3.6,4,52
1992,4.77777777777778,1.41261118574807,0,4.33333333333333,1.55555555555556,82,37.06,2.11111111111111,-0.811715238124403,1,1.81818181818182,1,2,2,0,3,3,4,1,1,2,7,25,18,2.18181818181818,2.33333333333333,2,30,2,"Kassel",1,6,4,3.8,3.375,46
1993,1.72222222222222,-1.19109517306042,0,4,3.44444444444444,69,35.75,1.88888888888889,-1.06147377293191,NA,2.36363636363636,1,2,2,1,5,1.85714285714286,5.71428571428571,1,1,-1,7,35,12,2.81818181818182,2.66666666666667,1,60,2,"Kassel",2,8,6,4,2.875,35
1993,4.55555555555556,1.22325072328927,0,4,2.55555555555556,83,36,3.44444444444444,0.686835970720649,NA,1.54545454545455,1,3,2,1,3,1.85714285714286,2.57142857142857,1,1,0,6,21,7,2.54545454545455,2.66666666666667,1,34,2,"Kassel",2,7,4,2.6,3.5,48
1993,5,1.60197164820687,0,3.22222222222222,2.11111111111111,86,36.15,3.88888888888889,1.18635304033567,NA,3.27272727272727,1,2.6,2,48,3,2.57142857142857,4.28571428571429,1,1,5,6,17,26,2.09090909090909,3.33333333333333,2,44,2,"Kassel",2,4,3,2.2,3.25,48
1994,4.05555555555556,0.797189682756973,0,3.22222222222222,1.55555555555556,54,35.5,3.5,0.749275604422526,NA,2.72727272727273,1,1.8,2,5,2,2.57142857142857,5.14285714285714,1,1,1,7,18,23,2.54545454545455,2.33333333333333,2,37,2,"Kassel",2,6,2,2.8,2.75,47
1994,2.05555555555556,-0.90705447937222,0,4.88888888888889,3.22222222222222,78,35.55,3.11111111111111,0.312198168509386,NA,3.36363636363636,1,2.2,2,0,2,3,2.71428571428571,1,1,8,4,17,33,2.81818181818182,3.33333333333333,2,19,1,"Kassel",2,4,3,3.2,3,47
1994,2.44444444444444,-0.575673670069321,0,5,3.22222222222222,71,35.65,1.05555555555556,-1.99806827846007,NA,1.54545454545455,1,2.2,2,34,4,2.57142857142857,3.71428571428571,1,1,4,6,29,20,3.90909090909091,4,1,55,2,"Kassel",2,6,5,3.6,2.625,36
1994,4.33333333333333,1.03389026083047,2,3.11111111111111,3.66666666666667,54,36.05,2.11111111111111,-0.811715238124403,NA,2.54545454545455,1,3,2,6,4,1.71428571428571,3.42857142857143,1,1,1,7,22,27,3.63636363636364,1,1,39,2,"Kassel",2,6,4,4.2,3.75,39
1994,3.11111111111111,-0.00759228269292366,0,4.22222222222222,3.11111111111111,71,36.1,2.55555555555556,-0.312198168509386,NA,1.72727272727273,1,2.2,2,5,3,1.57142857142857,3.71428571428571,1,1,1,4,22,14,2.18181818181818,2.66666666666667,1,39,2,"Kassel",2,6,4,2.2,3.625,40
1994,4.44444444444444,1.12857049205987,0,3.88888888888889,3.77777777777778,77,36.1,2.38888888888889,-0.499517069615018,NA,2.09090909090909,1,2.4,2,0,5,2.57142857142857,1.28571428571429,1,1,5,7,27,22,3.18181818181818,3,2,42,2,"Kassel",2,7,4,2.6,2.625,40
1994,3.61111111111111,0.418468757839375,NA,3.66666666666667,2,NA,36.3,1.44444444444444,-1.56099084254693,6,1.81818181818182,1,2,2,2,2,3.28571428571429,3.28571428571429,1,1,NA,6,18,12,2,2.66666666666667,1,43,2,"Kassel",1,6,2,2.6,2.75,39
1994,4.27777777777778,0.986550145215772,0,3.33333333333333,3.88888888888889,58,36.45,4.94444444444444,2.37270608067133,NA,2.18181818181818,1,2,2,1,4,1,6.85714285714286,1,1,0,7,13,40,3.54545454545455,2,2,41,2,"Kassel",2,5,3,3.8,4.5,49
1994,4.22222222222222,0.939210029601072,0,3.77777777777778,2.33333333333333,88,36.5,2.38888888888889,-0.499517069615018,NA,1.90909090909091,1,2.8,2,3,2,2,4.14285714285714,1,1,0,5,23,16,2.45454545454545,2.66666666666667,1,39,2,"Kassel",2,8,4,2.6,4.125,47
1994,3.5,0.323788526609975,0,4.88888888888889,2.44444444444444,61,36.5,2.66666666666667,-0.187318901105632,NA,2,1,2.6,2,8,3,3.71428571428571,4.28571428571429,1,1,10,7,43,13,2.72727272727273,3,1,42,2,"Kassel",2,8,6,3.2,3.375,40
1994,4.27777777777778,0.986550145215772,0,4,2.44444444444444,53,36.55,2.72222222222222,-0.124879267403754,3,1.81818181818182,1,2.6,2,3,3,3.42857142857143,4.42857142857143,1,1,12,4,24,28,2.90909090909091,3.33333333333333,1,37,2,"Kassel",1,8,3,3.2,4,50
1994,2.5,-0.528333554454621,0,5,2.44444444444444,55,36.6,4,1.31123230773942,NA,2.81818181818182,1,1.2,2,1,4,3.57142857142857,2,1,1,5,7,47,6,2.27272727272727,3.33333333333333,1,55,2,"Kassel",2,8,6,3.4,3.625,37
1994,2.44444444444444,-0.575673670069321,0,4.44444444444444,2,73,36.795,2.33333333333333,-0.561956703316895,NA,2.63636363636364,1,1.8,2,4,5,2,3.28571428571429,1,1,-4,7,36,23,1.63636363636364,2,1,55,2,"Kassel",2,6,5,3.8,4.375,35
1994,5,1.60197164820687,1,3.33333333333333,3.22222222222222,75,36.8,2.27777777777778,-0.624396337018772,NA,1.63636363636364,1,2,2,12,2,2.57142857142857,3.85714285714286,1,1,-3,7,33,27,4.09090909090909,4,1,46,2,"Kassel",2,8,5,3.8,3.75,45
1994,4.61111111111111,1.27059083890397,0,4.55555555555556,3,60,36.9,3.66666666666667,0.936594505528157,NA,2.36363636363636,1,2.2,2,0,3,2.71428571428571,3.42857142857143,1,1,-2,7,23,27,2.63636363636364,3,1,44,2,"Kassel",2,9,3,3.2,2.375,44
1995,3.94444444444444,0.702509451527573,0,4.22222222222222,1.44444444444444,71,35.6,2.27777777777778,-0.624396337018772,NA,1.45454545454545,1,2.8,2,0,3,3.28571428571429,3.14285714285714,1,1,1,3,33,34,2.27272727272727,2.33333333333333,2,44,1,"Kassel",2,7,4,3.6,3.5,39
1995,3.83333333333333,0.607829220298174,0,4.88888888888889,3.88888888888889,71,35.65,2.05555555555556,-0.874154871826281,NA,1.63636363636364,1,1.4,2,3,4,4.28571428571429,3.28571428571429,1,1,9,6,33,26,3.54545454545455,2.66666666666667,1,35,2,"Kassel",2,8,5,3.6,3.5,47
1995,1.38888888888889,-1.47513586674862,0,3.44444444444444,1.66666666666667,55,35.85,2.77777777777778,-0.0624396337018774,NA,1.90909090909091,1,1.6,2,1,4,3.57142857142857,5.71428571428571,1,1,3,7,25,16,2.09090909090909,2.33333333333333,1,41,1,"Kassel",2,6,3,3.4,3.375,36
1995,2.38888888888889,-0.623013785684021,NA,3.66666666666667,3,99,36.285,3.16666666666667,0.374637802211263,NA,2.18181818181818,1,1.8,2,NA,3,3.71428571428571,3.85714285714286,1,1,3,6,21,22,2.72727272727273,2.66666666666667,1,42,2,"Kassel",2,7,4,3,2.75,34
1995,1.77777777777778,-1.14375505744572,3,3.88888888888889,2.66666666666667,78,36.45,3.5,0.749275604422526,2,2.27272727272727,1,2.2,2,0,5,2.71428571428571,3.57142857142857,1,1,8,7,27,22,2.54545454545455,2.33333333333333,1,49,2,"Kassel",1,6,4,3,3.875,30
1995,1.77777777777778,-1.14375505744572,0,3.88888888888889,3.11111111111111,76,36.45,3.33333333333333,0.561956703316895,NA,2.27272727272727,1,2.4,2,1,3,2.85714285714286,4.14285714285714,1,1,1,5,24,21,2.09090909090909,2.66666666666667,1,33,2,"Kassel",2,8,3,3,3.75,41
1995,3.72222222222222,0.513148989068774,0,4.55555555555556,3.77777777777778,49,36.45,2.5,-0.374637802211263,NA,1.72727272727273,1,1.2,2,6,3,3.42857142857143,5.57142857142857,1,1,15,7,33,21,3.90909090909091,3.33333333333333,1,38,2,"Kassel",2,8,5,2.8,4.375,51
1995,2.22222222222222,-0.76503413252812,0,3.77777777777778,2.77777777777778,88,36.5,3.11111111111111,0.312198168509386,NA,2.63636363636364,1,2.4,2,0,3,3.14285714285714,4.28571428571429,1,1,0,7,35,19,1.90909090909091,2.66666666666667,1,42,2,"Kassel",2,9,5,3.6,3.875,43
1995,4.94444444444444,1.55463153259217,0,4,3.33333333333333,78,36.5,2.33333333333333,-0.561956703316895,NA,1.18181818181818,1,3,2,NA,2,3,1.85714285714286,1,1,8,4,30,35,3.09090909090909,3.66666666666667,2,26,2,"Kassel",2,6,3,3.6,2.875,54
1995,4.77777777777778,1.41261118574807,0,3.77777777777778,2.11111111111111,61,36.55,3.77777777777778,1.06147377293191,NA,1.90909090909091,1,2,2,2,4,3.28571428571429,5.71428571428571,1,1,9,7,23,19,2.54545454545455,2.66666666666667,2,28,2,"Kassel",2,6,4,4,4,43
1995,2.33333333333333,-0.670353901298721,0,3.11111111111111,1.55555555555556,81,36.95,1.88888888888889,-1.06147377293191,NA,2.27272727272727,1,1.2,2,0,5,2.85714285714286,2.28571428571429,1,1,3,7,27,13,1.09090909090909,2,2,59,2,"Kassel",2,7,3,3.6,3,34
1995,2.27777777777778,-0.717694016913421,0,4.33333333333333,2,81,37,1.83333333333333,-1.12391340663379,NA,1.63636363636364,1,2.4,2,2,4,2.71428571428571,5,1,1,3,4,24,38,1.45454545454545,2.33333333333333,1,52,2,"Kassel",2,8,3,3.6,4,35
1995,2,-0.95439459498692,0,4,2.66666666666667,79,37.3,4.94444444444444,2.37270608067133,10,2.45454545454545,1,2.2,2,0,4,2,1.71428571428571,1,1,0,7,22,16,2.63636363636364,1,1,35,2,"Kassel",1,8,2,1.8,2.375,39
1996,4.05555555555556,0.797189682756973,0,3.55555555555556,2.77777777777778,48,35.9,2.72222222222222,-0.124879267403754,NA,3.09090909090909,1,1.6,2,0,4,1.85714285714286,4.71428571428571,1,1,11,7,42,23,2.18181818181818,1.66666666666667,2,38,1,"Kassel",2,8,6,3.8,4.625,36
1996,3.11111111111111,-0.00759228269292366,0,4,1.88888888888889,53,36.04,2.55555555555556,-0.312198168509386,NA,2,1,2.6,2,6,3,3.14285714285714,4.42857142857143,1,1,12,4,18,27,2.27272727272727,2.66666666666667,2,31,1,"Kassel",2,6,3,3,3.125,48
1996,3.44444444444444,0.276448410995275,24,4,3.11111111111111,77,36.1,2.11111111111111,-0.811715238124403,NA,1,1,1.6,2,2,4,3.71428571428571,4.85714285714286,1,1,5,7,35,24,3,2.66666666666667,2,55,2,"Kassel",2,6,5,2.4,2.5,32
1996,4.05555555555556,0.797189682756973,0,4.77777777777778,3.22222222222222,91,36.1,2.77777777777778,-0.0624396337018774,NA,2.18181818181818,1,2.2,2,3,3,3.85714285714286,4.71428571428571,1,1,0,5,20,29,2.63636363636364,2.66666666666667,2,31,2,"Kassel",2,5,4,2,3.25,43
1996,3.22222222222222,0.087087948536476,0,4.44444444444444,1.77777777777778,71,36.25,1.72222222222222,-1.24879267403754,NA,2.09090909090909,1,2,2,0,4,3,4,1,1,4,7,16,11,1,3,1,59,2,"Kassel",2,6,2,3,3.125,24
1996,2.44444444444444,-0.575673670069321,0,3.66666666666667,2,62,36.3,4.11111111111111,1.43611157514317,NA,2.45454545454545,1,2.4,2,2,4,2.85714285714286,3.85714285714286,1,1,7,5,23,22,2.18181818181818,2,1,41,2,"Kassel",2,6,3,3.2,4.125,33
1996,4,0.749849567142273,0,2.11111111111111,2.22222222222222,62,36.3,3.38888888888889,0.624396337018772,NA,1.54545454545455,1,2.2,2,12,3,1.42857142857143,2.85714285714286,1,1,1,3,34,18,2,2.66666666666667,2,44,2,"Kassel",2,5,5,2.2,3.25,36
1996,4.16666666666667,0.891869913986373,0,3.66666666666667,3.11111111111111,76,36.3,2.77777777777778,-0.0624396337018774,NA,2.72727272727273,1,2.4,2,6,3,1.14285714285714,5.28571428571429,1,1,1,7,18,18,2.90909090909091,2.66666666666667,2,47,2,"Kassel",2,7,3,3.8,4.25,39
1996,1.44444444444444,-1.42779575113392,0,4.33333333333333,3.33333333333333,62,36.3,1.94444444444444,-0.999034139230035,NA,3.27272727272727,1,1.6,2,2,4,2.42857142857143,4.14285714285714,1,1,1,2,28,28,3.18181818181818,3.66666666666667,1,49,2,"Kassel",2,7,4,3.6,4.375,36
1996,3.88888888888889,0.655169335912873,0,4,3.77777777777778,62,36.3,2,-0.936594505528158,NA,1.27272727272727,1,2,2,1,4,3.57142857142857,3.71428571428571,1,1,7,4,24,14,3.18181818181818,3.33333333333333,2,41,2,"Kassel",2,6,4,4,3.75,38
1996,2.44444444444444,-0.575673670069321,0,2.88888888888889,2,71,36.4,4.11111111111111,1.43611157514317,NA,3.27272727272727,1,2.6,2,12,4,4.57142857142857,4.14285714285714,1,1,4,7,32,29,1.27272727272727,3,1,36,2,"Kassel",2,6,4,3,2.5,41
1996,3.72222222222222,0.513148989068774,0,4.55555555555556,2,84,36.45,2.5,-0.374637802211263,NA,2.18181818181818,1,3,2,3,4,2,3.57142857142857,1,1,3,7,22,18,1.63636363636364,3.66666666666667,1,44,1,"Kassel",2,8,3,1.4,2.875,37
1996,2.38888888888889,-0.623013785684021,0,5,2.44444444444444,NA,36.5,2,-0.936594505528158,NA,1,1,1.4,2,0,2,2,2.28571428571429,1,1,NA,7,23,37,2,2.33333333333333,1,48,2,"Kassel",2,7,4,3.2,3.375,39
1996,1.94444444444444,-1.00173471060162,0,5,2.33333333333333,88,36.6,2.05555555555556,-0.874154871826281,NA,1,1,1,2,0,4,5,3,1,1,1,5,24,12,2.27272727272727,2,1,42,2,"Kassel",2,7,4,2.8,1.625,37
1996,2.83333333333333,-0.244292860766423,0,3.55555555555556,1.55555555555556,77,36.665,4.88888888888889,2.31026644696946,2,2.36363636363636,1,2.4,2,1,2,2.85714285714286,2.28571428571429,1,1,5,6,30,24,2.36363636363636,2,1,47,1,"Kassel",1,8,4,2.4,3.75,36
1996,2.5,-0.528333554454621,2,3.44444444444444,1.66666666666667,65,36.665,4,1.31123230773942,2,2.09090909090909,1,2.2,2,3,3,3,5.71428571428571,1,1,-2,7,28,35,2.27272727272727,3.33333333333333,1,39,2,"Kassel",1,9,3,2.8,3.875,41
1996,1.05555555555556,-1.75917656043682,0,3.66666666666667,2,92,36.85,2.33333333333333,-0.561956703316895,NA,2.09090909090909,1,2.4,2,0,2,3,4.57142857142857,1,1,-2,6,39,26,1.36363636363636,3,1,41,2,"Kassel",2,9,4,2.6,4,35
1997,2.16666666666667,-0.81237424814282,0,5,2.22222222222222,77,36.2,2.61111111111111,-0.249758534807509,NA,1.36363636363636,1,1.4,2,0,3,2.71428571428571,4.28571428571429,1,1,5,6,26,24,2,2.66666666666667,2,52,2,"Kassel",2,6,4,3.2,3.25,39
1997,3.11111111111111,-0.00759228269292366,0,1.44444444444444,3.66666666666667,88,36.8,5,2.43514571437321,NA,2.09090909090909,1,2.8,2,16,4,2.85714285714286,3.28571428571429,1,1,1,2,26,42,3.27272727272727,3,1,48,2,"Kassel",2,7,4,3.4,4,42
1997,5.5,2.02803268873917,0,5,3,54,36.9,2.38888888888889,-0.499517069615018,NA,2.18181818181818,1,1.8,2,1,3,3,3,1,1,1,6,35,28,3.81818181818182,4,2,38,2,"Kassel",2,5,5,4,3.625,44
1997,4,0.749849567142273,2,2.22222222222222,2.22222222222222,NA,37.105,1.55555555555556,-1.43611157514318,NA,2.81818181818182,1,2.2,2,0,2,2.57142857142857,4,1,1,NA,5,23,36,1.63636363636364,3,2,34,2,"Kassel",2,6,3,4.2,2.75,37
1998,3.05555555555556,-0.0549323983076237,0,1,1.66666666666667,69,35.875,3,0.187318901105631,1,2.81818181818182,1,2.8,2,2,2,2.71428571428571,4.57142857142857,1,1,-1,7,37,28,2.54545454545455,2.33333333333333,1,24,2,"Kassel",1,8,3,3.2,4,55
